createfood:blocks/apple_cheesecake | minecraft:block | createfood:apple_cheesecake createfood:apple_cheesecake_slice createfood:blocks/apple_cheesecake minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/butterscotch_chip_cookie_plate_block | minecraft:block | createfood:blocks/butterscotch_chip_cookie_plate_block createfood:butterscotch_chip_cookie createfood:butterscotch_chip_cookie_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_chip_ice_cream_cone_plate_block | minecraft:block | createfood:blocks/butterscotch_chip_ice_cream_cone_plate_block createfood:butterscotch_chip_ice_cream_cone createfood:butterscotch_chip_ice_cream_cone_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_chip_milkshake_bottle_block | minecraft:block | createfood:blocks/butterscotch_chip_milkshake_bottle_block createfood:butterscotch_chip_milkshake_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/butterscotch_chip_mini_waffle_plate_block | minecraft:block | createfood:blocks/butterscotch_chip_mini_waffle_plate_block createfood:butterscotch_chip_mini_waffle createfood:butterscotch_chip_mini_waffle_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_chip_muffin_plate_block | minecraft:block | createfood:blocks/butterscotch_chip_muffin_plate_block createfood:butterscotch_chip_muffin createfood:butterscotch_chip_muffin_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_chip_waffle | minecraft:block | createfood:blocks/butterscotch_chip_waffle createfood:butterscotch_chip_mini_waffle createfood:butterscotch_chip_waffle minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/butterscotch_chip_waffle_plate_block | minecraft:block | createfood:blocks/butterscotch_chip_waffle_plate_block createfood:butterscotch_chip_waffle_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_chocolate_pastry_plate_block | minecraft:block | createfood:blocks/butterscotch_chocolate_pastry_plate_block createfood:butterscotch_chocolate_pastry createfood:butterscotch_chocolate_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_chocolate_plate_block | minecraft:block | createfood:blocks/butterscotch_chocolate_plate_block createfood:butterscotch_chocolate createfood:butterscotch_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_chocolate_sweet_roll_plate_block | minecraft:block | createfood:blocks/butterscotch_chocolate_sweet_roll_plate_block createfood:butterscotch_chocolate_sweet_roll createfood:butterscotch_chocolate_sweet_roll_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_dark_chocolate_plate_block | minecraft:block | createfood:blocks/butterscotch_dark_chocolate_plate_block createfood:butterscotch_dark_chocolate createfood:butterscotch_dark_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_fudge_plate_block | minecraft:block | createfood:blocks/butterscotch_fudge_plate_block createfood:butterscotch_fudge createfood:butterscotch_fudge_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_marshmallow_stick_plate_block | minecraft:block | createfood:blocks/butterscotch_marshmallow_stick_plate_block createfood:butterscotch_marshmallow_stick createfood:butterscotch_marshmallow_stick_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_pastry_plate_block | minecraft:block | createfood:blocks/butterscotch_pastry_plate_block createfood:butterscotch_pastry createfood:butterscotch_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_sweet_roll_plate_block | minecraft:block | createfood:blocks/butterscotch_sweet_roll_plate_block createfood:butterscotch_sweet_roll createfood:butterscotch_sweet_roll_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_toast_plate_block | minecraft:block | createfood:blocks/butterscotch_toast_plate_block createfood:butterscotch_toast_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/butterscotch_white_chocolate_plate_block | minecraft:block | createfood:blocks/butterscotch_white_chocolate_plate_block createfood:butterscotch_white_chocolate createfood:butterscotch_white_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cake_base | minecraft:block | createfood:blocks/cake_base createfood:cake_base minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/cake_base_plate_block | minecraft:block | createfood:blocks/cake_base_plate_block createfood:cake_base_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cane_syrup_bottle_block | minecraft:block | createfood:blocks/cane_syrup_bottle_block createfood:cane_syrup_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/caramel_chip_chocolate_cookie_plate_block | minecraft:block | createfood:blocks/caramel_chip_chocolate_cookie_plate_block createfood:caramel_chip_chocolate_cookie createfood:caramel_chip_chocolate_cookie_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_chip_chocolate_milkshake_bottle_block | minecraft:block | createfood:blocks/caramel_chip_chocolate_milkshake_bottle_block createfood:caramel_chip_chocolate_milkshake_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/caramel_chip_cookie_plate_block | minecraft:block | createfood:blocks/caramel_chip_cookie_plate_block createfood:caramel_chip_cookie createfood:caramel_chip_cookie_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_chip_ice_cream_cone_plate_block | minecraft:block | createfood:blocks/caramel_chip_ice_cream_cone_plate_block createfood:caramel_chip_ice_cream_cone createfood:caramel_chip_ice_cream_cone_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_chip_milkshake_bottle_block | minecraft:block | createfood:blocks/caramel_chip_milkshake_bottle_block createfood:caramel_chip_milkshake_bottle_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/caramel_chip_mini_waffle_plate_block | minecraft:block | createfood:blocks/caramel_chip_mini_waffle_plate_block createfood:caramel_chip_mini_waffle createfood:caramel_chip_mini_waffle_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_chip_muffin_plate_block | minecraft:block | createfood:blocks/caramel_chip_muffin_plate_block createfood:caramel_chip_muffin createfood:caramel_chip_muffin_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_chip_waffle | minecraft:block | createfood:blocks/caramel_chip_waffle createfood:caramel_chip_mini_waffle createfood:caramel_chip_waffle minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/caramel_chip_waffle_plate_block | minecraft:block | createfood:blocks/caramel_chip_waffle_plate_block createfood:caramel_chip_waffle_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_chocolate_pastry_plate_block | minecraft:block | createfood:blocks/caramel_chocolate_pastry_plate_block createfood:caramel_chocolate_pastry createfood:caramel_chocolate_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_chocolate_plate_block | minecraft:block | createfood:blocks/caramel_chocolate_plate_block createfood:caramel_chocolate createfood:caramel_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_chocolate_sweet_roll_plate_block | minecraft:block | createfood:blocks/caramel_chocolate_sweet_roll_plate_block createfood:caramel_chocolate_sweet_roll createfood:caramel_chocolate_sweet_roll_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_dark_chocolate_plate_block | minecraft:block | createfood:blocks/caramel_dark_chocolate_plate_block createfood:caramel_dark_chocolate createfood:caramel_dark_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_fudge_plate_block | minecraft:block | createfood:blocks/caramel_fudge_plate_block createfood:caramel_fudge createfood:caramel_fudge_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_marshmallow_stick_plate_block | minecraft:block | createfood:blocks/caramel_marshmallow_stick_plate_block createfood:caramel_marshmallow_stick createfood:caramel_marshmallow_stick_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_pastry_plate_block | minecraft:block | createfood:blocks/caramel_pastry_plate_block createfood:caramel_pastry createfood:caramel_pastry_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_sweet_roll_plate_block | minecraft:block | createfood:blocks/caramel_sweet_roll_plate_block createfood:caramel_sweet_roll createfood:caramel_sweet_roll_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_toast_plate_block | minecraft:block | createfood:blocks/caramel_toast_plate_block createfood:caramel_toast_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/caramel_white_chocolate_plate_block | minecraft:block | createfood:blocks/caramel_white_chocolate_plate_block createfood:caramel_white_chocolate createfood:caramel_white_chocolate_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cheese_biscuit_sandwich_plate_block | minecraft:block | createfood:blocks/cheese_biscuit_sandwich_plate_block createfood:cheese_biscuit_sandwich_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cheese_block | minecraft:block | createfood:blocks/cheese_block createfood:cheese_block createfood:cheese_slice minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/cheese_block_plate_block | minecraft:block | createfood:blocks/cheese_block_plate_block createfood:cheese_block_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cheese_calzone_plate_block | minecraft:block | createfood:blocks/cheese_calzone_plate_block createfood:cheese_calzone createfood:cheese_calzone_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cheese_pizza | minecraft:block | createfood:blocks/cheese_pizza createfood:cheese_pizza createfood:cheese_pizza_slice minecraft:block minecraft:block_state_property minecraft:inverted minecraft:item minecraft:match_tool minecraft:survives_explosion
createfood:blocks/cheese_pizza_plate_block | minecraft:block | createfood:blocks/cheese_pizza_plate_block createfood:cheese_pizza_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
createfood:blocks/cheese_pizza_slice_small_plate_block | minecraft:block | createfood:blocks/cheese_pizza_slice_small_plate_block createfood:cheese_pizza_slice_small_plate_block minecraft:block minecraft:item minecraft:survives_explosion
createfood:blocks/cheese_sandwich_plate_block | minecraft:block | createfood:blocks/cheese_sandwich_plate_block createfood:cheese_sandwich_plate_block minecraft:block minecraft:block_state_property minecraft:bowl minecraft:inverted minecraft:item
